Time (min),Link Budget (kbps),Line Of Sight (1/0),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z,Slant Distance (km)
58.63913203,0.0,0,-4926.33623047328,1293.70608941128,2785.1171892266843,-5913.508075,-5194.887393,-3452.189722,9054.30014608819
59.63913203,0.0,0,-4931.480028372511,1269.0711665188326,2787.347298643111,-5628.465986,-5366.699371,-3637.016213,9262.38017906112
60.63913203,0.0,0,-4936.524887087359,1244.4119498626749,2789.5345126715256,-5330.661775,-5526.34209,-3813.580871,9465.705833418328
61.63913203,0.0,0,-4941.470710044357,1219.7289114929158,2791.6787894422023,-5020.720203,-5673.401036,-3981.446231,9664.199061365489
62.63913203,0.0,0,-4946.31740256587,1195.0225239156837,2793.780087907363,-4699.288868,-5807.475493,-4140.182983,9857.780959349062
63.63913203,0.0,0,-4951.064871871914,1170.2932600840768,2795.838367841959,-4367.038972,-5928.178812,-4289.370084,10046.371027188452
64.63913203,0.0,0,-4955.713027081929,1145.5415933891145,2797.8535898444447,-4024.666155,-6035.138804,-4428.594965,10229.88650783943
65.63913203,0.0,0,-4960.261779216522,1120.7679976506718,2799.8257153375284,-3672.891406,-6127.998246,-4557.453823,10408.241769778659
66.63913203,0.0,0,-4964.711041199163,1095.972947108411,2801.754706568915,-3312.462019,-6206.415516,-4675.552006,10581.347729440002
67.63913203,0.0,0,-4969.0607278578655,1071.1569164127031,2803.6405266120246,-2944.152611,-6270.065373,-4782.504519,10749.111323144376
68.63913203,0.0,0,-4973.310755926797,1046.320380615539,2805.483139366701,-2568.766175,-6318.639872,-4877.936632,10911.434990288853
69.63913203,0.0,0,-4977.461044047893,1021.4638151614396,2807.2825095599046,-2187.135157,-6351.849445,-4961.484629,11068.216199621796
70.63913203,0.0,0,-4981.511512772401,996.5876958783526,2809.038602746384,-1800.122557,-6369.424154,-5032.796685,11219.346992610726
71.63913203,0.0,0,-4985.4620845624095,971.6924989685416,2810.7513853093387,-1408.623024,-6371.115113,-5091.533901,11364.713548425636
72.63913203,0.0,0,-4989.312683792324,946.7787009994754,2812.420824461061,-1013.563928,-6356.696112,-5137.371501,11504.195779421589
73.63913203,0.0,0,-4993.063236750327,921.8467788946984,2814.046888243562,-615.9063979,-6325.96544,-5170.000201,11637.66694297066
74.63913203,0.0,0,-4996.713671639775,896.8972099247064,2815.629545529189,-216.6462854,-6278.747928,-5189.127775,11764.993290392531
75.63913203,0.0,0,-5000.263918580579,871.9304716978093,2817.1687660212133,183.1849617,-6214.897211,-5194.480816,11886.033733917917
76.63913203,0.0,0,-5003.713909610549,846.9470421509839,2818.664520254418,582.5195612,-6134.298238,-5185.806727,12000.639566296339
77.63913203,0.0,0,-5007.063578686684,821.9473995407304,2820.1167795956567,980.2528268,-6036.87002,-5162.875933,12108.654210248169
78.63913203,0.0,0,-5010.312861686442,796.9320224339156,2821.525516244404,1375.242814,-5922.568637,-5125.484337,12209.91302208938
79.63913203,0.0,0,-5013.461696408968,771.9013896986091,2822.8907032332872,1766.310234,-5791.390497,-5073.456042,12304.243159955897
80.63913203,0.0,0,-5016.51002257628,746.855980494918,2824.2123144286024,2152.23869,-5643.375866,-5006.646323,12391.46351951262
81.63913203,0.0,0,-5019.457781834428,721.7962742658169,2825.490324530814,2531.775311,-5478.612637,-4924.944882,12471.384757910995
82.63913203,0.0,0,-5022.304917754609,696.7227507279656,2826.724709075042,2903.631839,-5297.240354,-4828.279368,12543.80941313082
83.63913203,0.0,0,-5025.051375834248,671.6358898625283,2827.915444431527,3266.486266,-5099.454462,-4716.619167,12608.532143687593
84.63913203,0.0,0,-5027.69710349804,646.5361719059852,2829.0625078060816,3618.985099,-4885.510752,-4589.97946,12665.340105949068
85.63913203,0.0,0,-5030.242050098956,621.424077340939,2830.165877240533,3959.746345,-4655.729972,-4448.425512,12714.013481824524
86.63913203,0.0,0,-5032.686166919216,596.3000868869178,2831.2255316131364,4287.363317,-4410.502549,-4292.077183,12754.326190804511
87.63913203,0.0,0,-5035.029407171217,571.164681491171,2832.2414506389828,4600.40936,-4150.293355,-4121.113606,12786.046799927644
88.63913203,0.0,0,-5037.271725998433,546.0183423194646,2833.213614870387,4897.443603,-3875.646439,-3935.77799,12808.93966936386
89.63913203,0.0,0,-5039.413080476271,520.8615507468687,2834.14200569726,5177.017819,-3587.189611,-3736.382462,12822.766333826397
90.63913203,0.0,0,-5041.453429612891,495.6947883485436,2835.0266053474634,5437.684504,-3285.638774,-3523.31287,12827.287173256474
